Team,AdjO,AdjD,AdjT,Orank,Drank,Trank,HomeAdv
Washington,117.5,102.2,67.1,1.074766238,0.934902528,0.996223029,4.44
Washington St.,114,111.9,67.9,1.042751924,1.023635939,1.008100502,3.85
Weber St.,111.5,114.4,68.5,1.019884557,1.046505374,1.017008606,4.19
West Georgia,101.6,114.3,69.2,0.929329785,1.045590597,1.027401395,2.1
West Virginia,110.4,97,62.4,1.009822916,0.887334102,0.926442876,4.43
Western Carolina,109.3,114.8,67.8,0.999761275,1.050164484,1.006615818,3.44
Western Illinois,92.9,121.5,66.6,0.849751349,1.111454571,0.988799608,2.63
Western Kentucky,108.8,108.5,69.9,0.995187801,0.992533506,1.037794184,2.1
Western Michigan,107.8,117.1,67.8,0.986040855,1.071204365,1.006615818,3.88
Wichita St.,113.1,101.5,66.9,1.034519672,0.928499086,0.993253661,4.43
William & Mary,111,109.7,72.6,1.015311084,1.003510835,1.077880654,2.44
Winthrop,111.8,110.5,70,1.022628642,1.010829055,1.039278868,3.86
Wisconsin,125.2,102.1,68.9,1.145197727,0.933987751,1.022947343,3.01
Wofford,109.3,116.5,67.8,0.999761275,1.0657157,1.006615818,2.28
Wright St.,112.6,110.2,67.2,1.029946199,1.008084722,0.997707713,4.1
Wyoming,114.9,107.1,66.4,1.050984176,0.979726622,0.98583024,5.48
Xavier,117.1,109.3,70.3,1.071107459,0.999851726,1.04373292,5.35
Yale,120.2,110.2,64.5,1.099462994,1.008084722,0.957621242,2.39
Youngstown St.,105.6,109.5,67.2,0.965917572,1.00168128,0.997707713,3.55
