Name,k_percent,bb_percent,xba,xslg,xobp,single%,double%,triple%,home_run%,PA/G,Hand
Bradgley Rodriguez,26.07003891050584,7.003891050583658,0.188,0.274,0.26459143968871596,0.13229571984435798,0.04669260700389105,0.0038910505836575876,0.011673151750972763,4.431034482758621,
Bradley Blalock,9.818181818181818,8.363636363636363,0.322,0.591,0.4036363636363636,0.21454545454545454,0.03272727272727273,0.0,0.06181818181818182,19.642857142857142,R
Brady Basso,17.91044776119403,2.9850746268656714,0.0,0.0,0.3208955223880597,0.15671641791044777,0.1044776119402985,0.007462686567164179,0.022388059701492536,6.380952380952381,R
Brady Singer,20.75611564121571,7.783543365455893,0.25707709414381025,0.42495404002965154,0.32765011119347665,0.1475166790214974,0.042994810971089696,0.005930318754633061,0.033358042994810974,23.444444444444443,R
Brandan Bidois,25.0,15.0,0.0,0.0,0.4,0.1625,0.0125,0.0,0.0625,5.333333333333333,R
Brandon Eisert,24.782608695652176,8.043478260869565,0.23699999999999996,0.418,0.3347826086956522,0.13260869565217392,0.06739130434782609,0.004347826086956522,0.0391304347826087,4.666666666666667,L
Brandon Pfaadt,18.00327332242226,5.237315875613748,0.2683617021276596,0.45490425531914896,0.309328968903437,0.15057283142389524,0.057283142389525366,0.0032733224222585926,0.031914893617021274,18.2,R
Brandon Sproat,23.49397590361446,11.04417670682731,0.246,0.41,0.3453815261044177,0.13253012048192772,0.04216867469879518,0.004016064257028112,0.03413654618473896,19.714285714285715,R
Brandon Waddell,16.417910447761194,8.208955223880597,0.0,0.0,0.30597014925373134,0.1044776119402985,0.07462686567164178,0.007462686567164179,0.029850746268656716,12.181818181818182,R
Brandon Walter,24.528301886792452,1.8867924528301887,0.237,0.39,0.25,0.12735849056603774,0.03773584905660377,0.0047169811320754715,0.04716981132075472,23.555555555555557,R
Brandon Williamson,15.789473684210526,14.473684210526315,0.0,0.0,0.3815789473684211,0.14473684210526316,0.03289473684210526,0.006578947368421052,0.03289473684210526,21.714285714285715,L
Brandon Woodruff,30.162412993039442,5.568445475638051,0.171,0.299,0.23433874709976799,0.10672853828306264,0.030162412993039442,0.0,0.03248259860788863,19.333333333333332,R
Brandon Young,18.472906403940886,8.374384236453203,0.25264039408866995,0.4177733990147783,0.3263546798029557,0.1564039408866995,0.046798029556650245,0.0012315270935960591,0.03571428571428571,24.17391304347826,R
Brandyn Garcia,31.41025641025641,6.41025641025641,0.0,0.0,0.24358974358974358,0.11538461538461539,0.019230769230769232,0.0,0.01282051282051282,3.25,R
Brant Hurter,22.25063938618926,9.974424552429669,0.227,0.327,0.319693094629156,0.13810741687979539,0.03324808184143223,0.0,0.017902813299232736,4.809523809523809,L
Braxton Ashcraft,25.080042689434364,6.296691568836713,0.23293489861259337,0.36270224119530414,0.2870864461045891,0.14514407684098185,0.04055496264674493,0.0032017075773745998,0.025613660618996798,23.88888888888889,R
Brayan Bello,16.972878390201224,8.136482939632545,0.2728833922261484,0.43113427561837453,0.326334208223972,0.16710411198600175,0.03499562554680665,0.0017497812773403325,0.024496937882764653,19.636363636363637,R
Braydon Fisher,26.990291262135923,11.45631067961165,0.217,0.347,0.30097087378640774,0.11844660194174757,0.02912621359223301,0.001941747572815534,0.02524271844660194,4.1940298507462686,
Brenan Hanifee,13.966480446927374,5.865921787709497,0.271,0.418,0.32122905027932963,0.17039106145251395,0.05307262569832402,0.00558659217877095,0.025139664804469275,4.043478260869565,R
Brendon Little,30.260047281323878,16.548463356973997,0.194,0.291,0.3617021276595745,0.12529550827423167,0.04018912529550828,0.004728132387706856,0.02127659574468085,4.521739130434782,R
Brennan Bernardino,18.38074398249453,8.752735229759299,0.23034934497816595,0.3534890829694323,0.29540481400437635,0.13785557986870897,0.0437636761487965,0.002188183807439825,0.010940919037199124,3.5846153846153848,L
Brent Headrick,30.708661417322833,7.349081364829396,0.219,0.326,0.28346456692913385,0.12860892388451445,0.04461942257217848,0.013123359580052493,0.02099737532808399,4.070422535211268,L
Brent Suter,19.43127962085308,6.477093206951027,0.25481629392971245,0.414297124600639,0.31121642969984203,0.1627172195892575,0.03949447077409163,0.009478672985781991,0.030015797788309637,6.958333333333333,L
Brock Burke,22.283609576427256,10.497237569060774,0.2284585635359116,0.362451197053407,0.3149171270718232,0.13075506445672191,0.03314917127071823,0.009208103130755065,0.02394106813996317,4.144927536231884,L
Brock Stewart,26.582278481012658,8.860759493670884,0.0,0.0,0.2911392405063291,0.1308016877637131,0.029535864978902954,0.004219409282700422,0.02109704641350211,3.9,R
Brooks Kriske,20.454545454545457,17.045454545454543,0.0,0.0,0.3977272727272727,0.11363636363636363,0.10227272727272728,0.0,0.011363636363636364,5.5,R
Brooks Raley,24.414715719063544,7.357859531772576,0.223,0.348,0.2608695652173913,0.10367892976588629,0.05016722408026756,0.0033444816053511705,0.013377926421404682,3.6363636363636362,L
Bryan Abreu,32.95238095238095,13.333333333333334,0.20620190476190475,0.3353828571428572,0.3142857142857143,0.11047619047619048,0.03238095238095238,0.0019047619047619048,0.02095238095238095,4.163636363636364,R
Bryan Baker,29.243353783231083,7.157464212678937,0.22112883435582822,0.3885235173824131,0.25971370143149286,0.11042944785276074,0.034764826175869123,0.00408997955010225,0.034764826175869123,3.7719298245614037,R
Bryan Hudson,23.197492163009404,9.404388714733543,0.223,0.313,0.329153605015674,0.16614420062695925,0.03134796238244514,0.0,0.018808777429467086,4.066666666666666,L
Bryan King,22.02729044834308,5.847953216374269,0.23638206627680314,0.3691345029239766,0.3060428849902534,0.16374269005847952,0.02729044834307992,0.001949317738791423,0.03508771929824561,4.666666666666667,L
Bryan Woo,25.71849668386146,5.158437730287399,0.22542483171278982,0.3825183246073299,0.2608695652173913,0.12748710390567428,0.03758290346352248,0.0029476787030213707,0.032424465733235076,23.307692307692307,R
Bryce Elder,19.207317073170735,7.621951219512195,0.25924542682926827,0.42532393292682935,0.3170731707317073,0.15701219512195122,0.037347560975609755,0.003048780487804878,0.036585365853658534,24.346153846153847,R
Bryce Jarvis,21.428571428571427,10.204081632653061,0.0,0.0,0.3469387755102041,0.12244897959183673,0.08163265306122448,0.0,0.030612244897959183,8.166666666666666,R
Bryce Miller,21.09004739336493,7.701421800947867,0.24732572877059572,0.41720532319391634,0.3033175355450237,0.12796208530805686,0.0485781990521327,0.0035545023696682463,0.041469194312796206,22.055555555555557,R
Bryse Wilson,15.718157181571815,5.9620596205962055,0.336,0.578,0.36314363143631434,0.21138211382113822,0.032520325203252036,0.01084010840108401,0.037940379403794036,9.666666666666666,R
Bubba Chandler,21.22905027932961,10.47486033519553,0.233,0.368,0.3128491620111732,0.12569832402234637,0.0446927374301676,0.00558659217877095,0.019553072625698324,21.925925925925927,R
Burch Smith,27.397260273972602,9.58904109589041,0.0,0.0,0.3424657534246575,0.136986301369863,0.0821917808219178,0.0,0.0273972602739726,5.615384615384615,R
Cade Cavalli,25.261932479627475,7.101280558789289,0.24260884749708966,0.37735389988358553,0.31664726426076834,0.16181606519208383,0.034924330616996506,0.0011641443538998836,0.027939464493597205,22.06896551724138,R
Cade Gibson,18.491484184914842,9.732360097323602,0.2444403892944039,0.3377518248175182,0.3333333333333333,0.15328467153284672,0.0364963503649635,0.0024330900243309003,0.014598540145985401,5.171428571428572,R
Cade Horton,20.3781512605042,6.932773109243698,0.236,0.406,0.2815126050420168,0.1407563025210084,0.03571428571428571,0.0021008403361344537,0.02100840336134454,20.695652173913043,R
Cade Povich,22.6984126984127,8.88888888888889,0.269,0.495,0.346031746031746,0.17142857142857143,0.04126984126984127,0.006349206349206349,0.03492063492063492,20.285714285714285,L
Cade Smith,34.275618374558306,7.420494699646643,0.20008892921960075,0.31676588021778584,0.2667844522968198,0.10424028268551237,0.054770318021201414,0.0017667844522968198,0.015901060070671377,4.327586206896552,R
Caden Dana,23.404255319148938,12.76595744680851,0.0,0.0,0.3475177304964539,0.1276595744680851,0.02127659574468085,0.0,0.06382978723404255,20.142857142857142,R
Cal Quantrill,17.366628830874006,6.469920544835414,0.2663802497162316,0.47314074914869464,0.3178206583427923,0.14982973893303064,0.04767309875141884,0.00681044267877412,0.03745743473325766,13.142857142857142,R
Caleb Boushley,21.243523316062177,7.253886010362693,0.0,0.0,0.3626943005181347,0.19170984455958548,0.06217616580310881,0.0,0.025906735751295335,7.72,R
Caleb Ferguson,19.221967963386728,10.068649885583524,0.237,0.329,0.33638443935926776,0.15789473684210525,0.043478260869565216,0.002288329519450801,0.018306636155606407,4.285714285714286,R
Caleb Kilian,26.794258373205743,10.526315789473685,0.216,0.36,0.3157894736842105,0.16267942583732056,0.009569377990430622,0.004784688995215311,0.028708133971291867,4.26530612244898,R
Caleb Thielbar,27.20763723150358,7.637231503579952,0.21539303482587063,0.37895024875621897,0.26968973747016706,0.11933174224343675,0.03341288782816229,0.002386634844868735,0.03579952267303103,3.588235294117647,L
Calvin Faucher,24.11764705882353,10.980392156862745,0.2445,0.3515,0.3156862745098039,0.14705882352941177,0.027450980392156862,0.00196078431372549,0.01764705882352941,4.25,R
Cam Booser,27.30627306273063,9.22509225092251,0.0,0.0,0.2878228782287823,0.11070110701107011,0.02952029520295203,0.0,0.04797047970479705,4.0,R
Cam Sanders,26.666666666666668,16.19047619047619,0.0,0.0,0.3523809523809524,0.12380952380952381,0.02857142857142857,0.0,0.009523809523809525,5.0,R
Cam Schlittler,29.70106075216972,7.03953712632594,0.2161977573904179,0.35156472986748216,0.26422372227579555,0.1253616200578592,0.033751205400192864,0.0019286403085824494,0.022179363548698167,23.344827586206897,R
Camilo Doval,24.15730337078652,12.172284644194757,0.21853461538461538,0.33000000000000007,0.3258426966292135,0.1348314606741573,0.035580524344569285,0.0,0.020599250936329586,4.101694915254237,R
Carlos Carrasco,14.385964912280702,7.017543859649122,0.281,0.468,0.3649122807017544,0.17894736842105263,0.05964912280701754,0.0035087719298245615,0.0456140350877193,9.125,R
Carlos Estévez,20.074349442379184,8.178438661710038,0.0,0.0,0.275092936802974,0.11524163568773234,0.040892193308550186,0.0037174721189591076,0.01858736059479554,4.014925373134329,R
Carlos Hernández,19.21182266009852,10.83743842364532,0.0,0.0,0.3645320197044335,0.18719211822660098,0.03940886699507389,0.0,0.019704433497536946,4.951219512195122,R
Carlos Rodón,25.441039925719593,10.120705663881152,0.0,0.0,0.28133704735376047,0.10492107706592387,0.036211699164345405,0.0,0.02692664809656453,20.583333333333332,R
Carlos Vargas,15.93406593406593,7.142857142857143,0.246,0.37,0.34065934065934067,0.1813186813186813,0.03571428571428571,0.0027472527472527475,0.03021978021978022,4.7894736842105265,R
Carmen Mlodzinski,19.60352422907489,6.938325991189427,0.2750022026431718,0.41761894273127753,0.32048458149779735,0.17290748898678415,0.048458149779735685,0.003303964757709251,0.018722466960352423,15.774193548387096,R
Carson Fulmer,21.138211382113823,8.94308943089431,0.0,0.0,0.2926829268292683,0.12195121951219512,0.032520325203252036,0.008130081300813009,0.04065040650406504,9.461538461538462,R
Carson Palmquist,16.600790513833992,13.043478260869565,0.0,0.0,0.4150197628458498,0.16205533596837945,0.05138339920948617,0.003952569169960474,0.043478260869565216,7.090909090909091,R
Carson Seymour,16.996047430830036,8.695652173913043,0.0,0.0,0.3359683794466403,0.1541501976284585,0.039525691699604744,0.0,0.04743083003952569,6.928571428571429,R
Carson Whisenhunt,15.789473684210526,12.406015037593985,0.0,0.0,0.37218045112781956,0.14661654135338345,0.045112781954887216,0.0037593984962406013,0.041353383458646614,20.5,R
Casey Lawrence,8.75,1.25,0.0,0.0,0.35,0.225,0.075,0.0,0.025,13.333333333333334,R
Casey Legumina,21.30801687763713,8.227848101265822,0.24336075949367086,0.3876835443037975,0.33122362869198313,0.1518987341772152,0.052742616033755275,0.0,0.023206751054852322,5.425531914893617,R
Casey Mize,22.043010752688172,6.093189964157706,0.23302291475710354,0.3962639780018332,0.2939068100358423,0.13978494623655913,0.0528673835125448,0.004480286738351254,0.03136200716845878,21.09090909090909,R
Chad Green,18.421052631578945,6.842105263157896,0.0,0.0,0.3473684210526316,0.1631578947368421,0.031578947368421054,0.0,0.07368421052631578,4.222222222222222,R
Chad Patrick,23.763440860215052,8.494623655913978,0.24076444444444442,0.39279444444444445,0.3021505376344086,0.13870967741935483,0.043010752688172046,0.002150537634408602,0.026881720430107527,8.25,R
Charlie Morton,22.782874617737004,11.009174311926607,0.24599999999999997,0.409,0.363914373088685,0.1452599388379205,0.047400611620795105,0.0045871559633027525,0.035168195718654434,19.818181818181817,R
Chase Burns,30.445859872611464,8.40764331210191,0.209,0.35,0.2878980891719745,0.12611464968152866,0.045859872611464965,0.005095541401273885,0.025477707006369428,22.76923076923077,R
Chase Dollander,20.476190476190474,10.634920634920634,0.2394,0.4297,0.346031746031746,0.14761904761904762,0.0380952380952381,0.0015873015873015873,0.0380952380952381,18.9,R
Chase Lee,24.324324324324326,6.081081081081082,0.0,0.0,0.2905405405405405,0.10810810810810811,0.0472972972972973,0.013513513513513514,0.0472972972972973,4.625,R
Chase Petty,10.79136690647482,6.474820143884892,0.0,0.0,0.30935251798561153,0.12949640287769784,0.050359712230215826,0.0,0.04316546762589928,8.6875,R
Chase Shugart,22.580645161290324,9.408602150537634,0.21700000000000003,0.405,0.3010752688172043,0.10752688172043011,0.03225806451612903,0.010752688172043012,0.043010752688172046,5.026315789473684,R
Chase Silseth,26.521739130434785,13.91304347826087,0.225,0.38,0.3347826086956522,0.13478260869565217,0.021739130434782608,0.008695652173913044,0.021739130434782608,3.7096774193548385,R
Chris Bassitt,20.47872340425532,7.358156028368795,0.2635391621129326,0.40659380692167585,0.33599290780141844,0.16932624113475178,0.04343971631205674,0.002659574468085106,0.0274822695035461,22.625,R
Chris Devenski,21.53846153846154,7.6923076923076925,0.0,0.0,0.26153846153846155,0.07692307692307693,0.06153846153846154,0.0,0.015384615384615385,5.0,R
Chris Flexen,12.359550561797754,6.741573033707865,0.0,0.0,0.2808988764044944,0.16292134831460675,0.011235955056179775,0.0,0.03932584269662921,8.476190476190476,R
Chris Martin,24.71264367816092,4.597701149425287,0.0,0.0,0.2988505747126437,0.19540229885057472,0.017241379310344827,0.0,0.034482758620689655,3.625,R
Chris Murphy,21.071428571428573,12.5,0.0,0.0,0.325,0.11428571428571428,0.02857142857142857,0.0035714285714285713,0.02142857142857143,4.551724137931035,R
Chris Paddack,16.221985058697975,5.976520811099253,0.27499466382070437,0.4771718249733191,0.3233724653148346,0.1632870864461046,0.04695837780149413,0.005336179295624333,0.042689434364994665,19.071428571428573,R
Chris Roycroft,14.225941422594142,10.460251046025105,0.0,0.0,0.3891213389121339,0.17154811715481172,0.04602510460251046,0.008368200836820083,0.04184100418410042,6.9,R
Chris Sale,31.49171270718232,5.524861878453039,0.21401657458563536,0.32318232044198897,0.27716390423572745,0.14917127071823205,0.029465930018416207,0.004604051565377533,0.017495395948434623,24.0,L
Chris Stratton,21.153846153846153,9.615384615384617,0.0,0.0,0.40384615384615385,0.20192307692307693,0.04807692307692308,0.019230769230769232,0.038461538461538464,6.933333333333334,R
Christian Scott,27.42718446601942,10.679611650485434,0.23,0.359,0.32281553398058255,0.13106796116504854,0.03640776699029126,0.0024271844660194173,0.024271844660194174,20.6,R
Cionel Pérez,21.305841924398624,11.683848797250858,0.0,0.0,0.3711340206185567,0.18213058419243985,0.027491408934707903,0.003436426116838488,0.03436426116838488,5.027777777777778,R
Clarke Schmidt,23.10126582278481,9.49367088607595,0.198,0.339,0.27531645569620256,0.10443037974683544,0.0379746835443038,0.006329113924050633,0.028481012658227847,22.571428571428573,R
Clay Holmes,18.568665377176014,8.994197292069632,0.24815280464216638,0.384541586073501,0.3065764023210832,0.14990328820116053,0.03481624758220503,0.0009671179883945841,0.017408123791102514,23.285714285714285,R
Clayton Beeter,26.0,16.0,0.219,0.36600000000000005,0.32,0.1,0.016666666666666666,0.0,0.03333333333333333,4.170212765957447,R
Clayton Kershaw,17.573221757322173,7.949790794979079,0.24900000000000003,0.37699999999999995,0.30962343096234307,0.15271966527196654,0.04811715481171548,0.0041841004184100415,0.02092050209205021,19.12,R
Cody Bolton,23.157894736842106,14.736842105263156,0.0,0.0,0.37894736842105264,0.12631578947368421,0.06315789473684211,0.0,0.031578947368421054,11.875,R
Cody Bradford,11.940298507462686,5.223880597014925,0.0,0.0,0.3656716417910448,0.20149253731343283,0.07462686567164178,0.0,0.029850746268656716,22.333333333333332,R
Cody Laweryson,23.076923076923077,10.256410256410255,0.0,0.0,0.32051282051282054,0.11538461538461539,0.038461538461538464,0.0,0.038461538461538464,5.2,R
Cole Henry,21.57676348547718,13.278008298755188,0.212,0.366,0.35684647302904565,0.11618257261410789,0.03319502074688797,0.0,0.029045643153526972,4.228070175438597,
Cole Ragans,35.049019607843135,10.53921568627451,0.187,0.322,0.30637254901960786,0.10784313725490197,0.04411764705882353,0.0024509803921568627,0.041666666666666664,18.875,L
Cole Sands,21.40468227424749,6.354515050167224,0.23500000000000001,0.403,0.29431438127090304,0.14046822742474915,0.043478260869565216,0.010033444816053512,0.023411371237458192,4.333333333333333,R
Cole Sulser,24.390243902439025,7.317073170731708,0.255,0.4680000000000001,0.30662020905923343,0.156794425087108,0.05226480836236934,0.0,0.024390243902439025,4.804878048780488,R
Cole Wilcox,22.76422764227642,13.821138211382115,0.0,0.0,0.37398373983739835,0.18699186991869918,0.016260162601626018,0.0,0.016260162601626018,5.3478260869565215,R
Cole Winn,22.281167108753316,8.753315649867375,0.274,0.442,0.3050397877984085,0.1273209549071618,0.03978779840848806,0.010610079575596816,0.026525198938992044,4.215686274509804,R
Coleman Crow,11.76470588235294,7.0588235294117645,0.0,0.0,0.32941176470588235,0.12941176470588237,0.08235294117647059,0.011764705882352941,0.023529411764705882,17.0,R
Colin Holderman,19.825072886297377,10.204081632653061,0.22,0.343,0.33527696793002915,0.14285714285714285,0.037900874635568516,0.0029154518950437317,0.014577259475218658,4.113207547169812,R
Colin Rea,18.130990415335464,7.348242811501597,0.26831091058244466,0.4581050041017228,0.31789137380191695,0.15814696485623003,0.04073482428115016,0.0023961661341853034,0.03274760383386582,19.20689655172414,R
Collin Snider,20.168067226890756,5.042016806722689,0.0,0.0,0.33613445378151263,0.12605042016806722,0.10084033613445378,0.01680672268907563,0.025210084033613446,4.958333333333333,R
Colton Gordon,18.997361477572557,5.013192612137203,0.266,0.471,0.32717678100263853,0.15303430079155672,0.06068601583113457,0.002638522427440633,0.055408970976253295,18.95,L
Connelly Early,26.229508196721312,7.991803278688524,0.234,0.4079999999999999,0.3135245901639344,0.15163934426229508,0.030737704918032786,0.0,0.030737704918032786,22.941176470588236,L
Connor Brogdon,23.68421052631579,7.894736842105263,0.0,0.0,0.3007518796992481,0.11278195488721804,0.045112781954887216,0.0037593984962406013,0.06015037593984962,4.466666666666667,R
Connor Gillispie,18.69918699186992,8.94308943089431,0.0,0.0,0.35772357723577236,0.12195121951219512,0.08943089430894309,0.0,0.04878048780487805,20.5,R
Connor Phillips,26.050420168067227,17.22689075630252,0.0,0.0,0.3403361344537815,0.07983193277310924,0.029411764705882353,0.004201680672268907,0.03361344537815126,5.32,
Connor Prielipp,24.666666666666668,8.88888888888889,0.238,0.389,0.3288888888888889,0.1511111111111111,0.042222222222222223,0.0044444444444444444,0.028888888888888888,22.5,L
Connor Seabold,17.391304347826086,9.565217391304348,0.0,0.0,0.3826086956521739,0.19130434782608696,0.05217391304347826,0.0,0.017391304347826087,5.476190476190476,
Cooper Criswell,15.865384615384615,7.211538461538462,0.0,0.0,0.3269230769230769,0.19230769230769232,0.02403846153846154,0.004807692307692308,0.028846153846153848,4.571428571428571,R
Corbin Burnes,23.77358490566038,9.811320754716983,0.227,0.385,0.2943396226415094,0.10943396226415095,0.04905660377358491,0.0,0.026415094339622643,24.09090909090909,R
Corbin Martin,25.84269662921348,10.112359550561797,0.0,0.0,0.3707865168539326,0.1348314606741573,0.056179775280898875,0.011235955056179775,0.0449438202247191,5.235294117647059,R
Craig Kimbrel,21.55688622754491,10.778443113772456,0.0,0.0,0.30538922155688625,0.10179640718562874,0.05389221556886228,0.005988023952095809,0.023952095808383235,4.175,R
Craig Yoho,24.242424242424242,10.606060606060606,0.0,0.0,0.29545454545454547,0.06818181818181818,0.05303030303030303,0.0,0.045454545454545456,5.076923076923077,R
Cristian Javier,21.05263157894737,9.418282548476455,0.268,0.44599999999999995,0.3407202216066482,0.16066481994459833,0.038781163434903045,0.008310249307479225,0.030470914127423823,15.692307692307692,R
Cristopher Sánchez,26.97409981048642,5.432722678458623,0.0,0.0,0.28363866077068856,0.16487681617182565,0.03979785217940619,0.0,0.016424510423247,25.928571428571427,R
DL Hall,23.076923076923077,13.31360946745562,0.182,0.262,0.2692307692307692,0.08579881656804733,0.026627218934911243,0.0029585798816568047,0.01775147928994083,4.945945945945946,L
Dan Altavilla,17.5,12.5,0.0,0.0,0.31666666666666665,0.08333333333333333,0.041666666666666664,0.0,0.03333333333333333,4.285714285714286,R
Dane Dunning,22.105263157894736,7.368421052631578,0.0,0.0,0.35789473684210527,0.15789473684210525,0.05263157894736842,0.0,0.042105263157894736,7.916666666666667,R
Daniel Duarte,26.804123711340207,6.185567010309279,0.0,0.0,0.21649484536082475,0.10309278350515463,0.020618556701030927,0.0,0.020618556701030927,4.619047619047619,R
Daniel Lynch IV,16.883116883116884,8.348794063079778,0.24828942486085342,0.4061150278293136,0.30612244897959184,0.13543599257884972,0.04638218923933209,0.0018552875695732839,0.02411873840445269,4.901960784313726,L
Daniel Palencia,26.19047619047619,7.440476190476191,0.225,0.354,0.30357142857142855,0.14285714285714285,0.03571428571428571,0.008928571428571428,0.02976190476190476,3.8333333333333335,R
Danny Coulombe,19.485294117647058,12.132352941176471,0.0,0.0,0.3088235294117647,0.15073529411764705,0.01838235294117647,0.0,0.014705882352941176,3.310344827586207,L
Dauri Moreta,27.941176470588236,10.294117647058822,0.0,0.0,0.3382352941176471,0.17647058823529413,0.029411764705882353,0.0,0.029411764705882353,3.7777777777777777,R
David Bednar,31.46718146718147,7.335907335907336,0.20646975806451612,0.3172661290322581,0.25868725868725867,0.1274131274131274,0.03088803088803089,0.007722007722007722,0.013513513513513514,4.375,R
David Festa,23.144104803493455,8.296943231441048,0.243,0.465,0.314410480349345,0.13973799126637554,0.03056768558951965,0.0,0.043668122270742356,20.818181818181817,R
David Morgan,25.396825396825395,12.380952380952381,0.0,0.0,0.3523809523809524,0.1523809523809524,0.0380952380952381,0.003174603174603174,0.01904761904761905,5.409090909090909,
David Peterson,20.19969278033794,9.293394777265744,0.27133410138248854,0.4096682027649769,0.3379416282642089,0.16897081413210446,0.04377880184331797,0.004608294930875576,0.019201228878648235,20.678571428571427,L
David Robertson,27.160493827160494,9.876543209876543,0.0,0.0,0.345679012345679,0.13580246913580246,0.04938271604938271,0.0,0.04938271604938271,3.857142857142857,R
David Sandlin,22.641509433962263,11.320754716981131,0.0,0.0,0.330188679245283,0.1320754716981132,0.009433962264150943,0.009433962264150943,0.05660377358490566,21.2,R
Davis Martin,18.890814558058924,7.625649913344887,0.2715207972270364,0.4400814558058926,0.3214904679376083,0.15077989601386482,0.0511265164644714,0.0025996533795493936,0.02772963604852686,22.12,R
Dax Fulton,21.21212121212121,16.666666666666664,0.0,0.0,0.3333333333333333,0.12121212121212122,0.015151515151515152,0.030303030303030304,0.0,8.25,R
Daysbel Hernández,20.121951219512198,18.29268292682927,0.0,0.0,0.3597560975609756,0.11585365853658537,0.03048780487804878,0.0,0.018292682926829267,4.205128205128205,R
Dean Kremer,21.05263157894737,6.983805668016195,0.24170040485829958,0.42591902834008094,0.3006072874493927,0.1396761133603239,0.04554655870445344,0.006072874493927126,0.03744939271255061,21.53846153846154,R
Dennis Santana,21.29436325678497,8.1419624217119,0.23258037578288102,0.4172713987473904,0.2818371607515658,0.10855949895615867,0.04384133611691023,0.006263048016701462,0.029227557411273485,4.18,R
Devin Williams,32.00883002207505,10.596026490066226,0.20299771167048056,0.31237070938215106,0.31567328918322296,0.1368653421633554,0.04415011037527594,0.002207505518763797,0.017660044150110375,4.238095238095238,R
Didier Fuentes,31.47410358565737,7.569721115537849,0.216,0.33,0.28286852589641437,0.15139442231075698,0.03187250996015936,0.0,0.01593625498007968,5.02,R
Dietrich Enns,22.962962962962962,9.62962962962963,0.0,0.0,0.3296296296296296,0.16296296296296298,0.044444444444444446,0.003703703703703704,0.022222222222222223,5.384615384615385,
Drew Anderson,25.699745547073793,9.414758269720101,0.227,0.36699999999999994,0.31806615776081426,0.13486005089058525,0.03816793893129771,0.002544529262086514,0.03307888040712468,8.543478260869565,
Drew Pomeranz,22.408963585434172,8.683473389355742,0.21499999999999997,0.365,0.30532212885154064,0.14565826330532214,0.01680672268907563,0.0,0.036414565826330535,4.354838709677419,L
Drew Rasmussen,23.813632441760138,5.52200172562554,0.2330284728213978,0.36212338222605694,0.25970664365832613,0.14063848144952545,0.025884383088869714,0.0008628127696289905,0.026747195858498704,22.076923076923077,R
Drew Sommers,37.6,9.6,0.0,0.0,0.32,0.176,0.016,0.0,0.016,3.676470588235294,R
Drey Jameson,15.116279069767439,11.627906976744185,0.0,0.0,0.3488372093023256,0.1511627906976744,0.046511627906976744,0.011627906976744186,0.011627906976744186,7.166666666666667,R
Dustin May,21.662245800176834,8.930150309460654,0.25471264367816093,0.4156940760389036,0.3359858532272325,0.15207780725022105,0.04155614500442087,0.00618921308576481,0.027409372236958444,21.03846153846154,R
Dylan Cease,32.450331125827816,10.08094186902134,0.20243005952380955,0.32429017857142856,0.29212656364974243,0.12067696835908756,0.041206769683590876,0.0007358351729212655,0.022810890360559236,23.923076923076923,R
Dylan Dodd,24.675324675324674,6.1688311688311686,0.0,0.0,0.24675324675324675,0.10064935064935066,0.04220779220779221,0.003246753246753247,0.02922077922077922,4.0,R
Dylan Lee,29.8804780876494,5.776892430278885,0.19870916334661357,0.3445019920318725,0.24302788844621515,0.11752988047808766,0.027888446215139442,0.00796812749003984,0.03187250996015936,3.6307692307692307,L
Dylan Smith,29.71014492753623,10.869565217391305,0.0,0.0,0.3188405797101449,0.13768115942028986,0.036231884057971016,0.0,0.021739130434782608,4.0588235294117645,R
Easton Lucas,21.296296296296298,11.11111111111111,0.0,0.0,0.3425925925925926,0.14814814814814814,0.037037037037037035,0.0,0.046296296296296294,18.0,R
Edgardo Henriquez,26.688102893890676,10.289389067524114,0.167,0.231,0.28617363344051444,0.1157556270096463,0.03215434083601286,0.003215434083601286,0.00964630225080386,4.0,
Eduard Bazardo,25.120772946859905,7.729468599033816,0.23014956521739133,0.3886173913043478,0.286634460547504,0.13526570048309178,0.033816425120772944,0.001610305958132045,0.033816425120772944,4.030769230769231,R
Eduardo Rodríguez,19.202898550724637,8.333333333333334,0.0,0.0,0.32028985507246377,0.15289855072463768,0.05,0.005072463768115942,0.02826086956521739,24.5,R
Eduardo Salazar,15.333333333333334,10.666666666666668,0.0,0.0,0.4266666666666667,0.19333333333333333,0.06666666666666667,0.006666666666666667,0.04666666666666667,5.0,R
Edward Cabrera,23.846153846153847,8.791208791208792,0.24848461538461536,0.4131615384615385,0.31868131868131866,0.14395604395604394,0.03956043956043956,0.0,0.035164835164835165,21.933333333333334,R
Edwin Díaz,37.98449612403101,8.13953488372093,0.0,0.0,0.2558139534883721,0.10465116279069768,0.023255813953488372,0.0,0.015503875968992248,4.161290322580645,R
Edwin Uceta,32.087227414330215,8.411214953271028,0.21900000000000003,0.395,0.30218068535825543,0.11838006230529595,0.03426791277258567,0.006230529595015576,0.03426791277258567,4.585714285714285,R
Eli Morgan,17.582417582417584,9.89010989010989,0.0,0.0,0.38461538461538464,0.17582417582417584,0.03296703296703297,0.0,0.054945054945054944,5.6875,R
Elmer Rodríguez,16.8,12.8,0.0,0.0,0.376,0.16,0.032,0.0,0.016,20.833333333333332,R
